idx,English,Darija,MSA,Checkbox,Darija corrected,Observations
220,"Besides, I'm sure there are people who deserve more than me not to die",عاد زيد أنا متءكّد كاينين ناس كايستاحقّو كتر منّي أنّاهوم مايموتوش,علاوة على ذلك، أنا متأكد أن هناك أشخاص يستحقون أكثر مني ألا يموتوا,TRUE,,
221,Let me check the parachute to see if it is capable to hold two people,بلّاتي نقلّب ل پاراشوت واش ڭادّ إهزّ جوج تنّاس,دعني أتحقق من المظلة لأرى إذا كانت قادرة على حمل شخصين,TRUE,,
222,"And frankly, do you think they'll open the plane doors and let us jump?","و صاراحاتان, واش كاتضنّ غايحلّو لبيبان ت طيّارا ويخلّيونا النقّزو?",وبصراحة، هل تعتقد أنهم سيفتحون أبواب الطائرة ويسمحون لنا بالقفز؟,TRUE,,
223,Now isn't the time for such questions,دابا ماشي لوقت ديال بحال هاد ل أسإلا,الآن ليس الوقت المناسب لمثل هذه الأسئلة,TRUE,,
224,We're gonna land in Pakistan,غانّزلو ف پاكيستان,سنهبط في باكستان,TRUE,,
225,"But, wait!","والاكين, بلّاتي!",لكن، انتظر!,TRUE,,
226,Can it carry two people?,واش إمكن إهزّ جوج تنّاس?,هل يمكنه حمل شخصين؟,TRUE,,
227,Are you sure?,واش متيقّن?,هل أنت متأكد؟,TRUE,,
228,But why are you walking around with a parachute on you?,والاكين مالك كاتمشّا أُ لابس ل پاراشوت?,ولكن لماذا تمشي حولك بمظلة؟,TRUE,,
229,Hug me close and we can land safely together,عنّقني مزيان أُ راه غانهبطو بيسالام مجموعين,احضنني بقوة ويمكننا الهبوط بأمان معًا,TRUE,,
230,We did have a chance if we crashed into the ocean,كانت عندنا فورصا كون طحنا فلبحر,كانت لدينا فرصة إذا تحطمنا في المحيط,TRUE,,
231,oh what is this,أهيا أش هادشي,يا له من شيء هذا,TRUE,,
232,"You know, from where we fall, it doesn't make much difference","عرفتي شنو, من لبلاصا مناش طحنا, ماكاينش شي فرق كبير",أنت تعلم، من حيث نقع، لا يُحدث فارقًا كبيرًا,TRUE,,
233,"There is no ocean below us, only Pakistan","ماكاين التا بحر تحت منّا, هير پاكيستان",لا يوجد محيط تحتنا، فقط باكستان,TRUE,,
234,We'll talk about our crash in the newspapers,غانهضرو علا لكسيدا ديالنا فل جاراإد,سنتحدث عن حادثنا في الصحف,TRUE,,
235,right?,ياك?,صحيح؟,TRUE,,
236,"But you know we don't have a chance, right?","والاكين عرفتي ماعنداش شي فورصا, ياك?",ولكن أنت تعلم أن ليس لدينا فرصة، أليس كذلك؟,TRUE,,
237,If we survive I'm going to make a complaint to the airline,ألا نجينا غادي ندير شيكايا ل شاريكا ت طاياران,إذا نجونا سأقدم شكوى إلى شركة الطيران,TRUE,,
238,If we are going to die,ألا كنّا غانموتو,إذا كنا سنموت,TRUE,,
239,But drinking is probably a good idea,والاكين الشراب إمكن فيكرا مزيانا,لكن الشرب ربما يكون فكرة جيدة,TRUE,,
240,"I'm like most people, I don't believe in God except five minutes from the end","أنا بحال بزّاف تنّاس, ماكانأمن ب الله إلّا خمسا تدّقايق قبل النيهايا",أنا مثل أغلب الناس، لا أؤمن بالله إلا قبل خمس دقائق من النهاية,TRUE,,
241,Shall we pray together?,واش نصلّيو مجموعين,هل نصلي معًا؟,TRUE,,
242,Do you believe in god?,واش كاتأمن ب الله,هل تؤمن بالله؟,TRUE,,
243,"At least it'll probably be instant, no pain, right?","علّ أقالّ غاتكون بلخفّ, بلا صداع, سافي?",على الأقل سيكون على الأرجح فوريًا، بدون ألم، أليس كذلك؟,TRUE,,
244,I'm gonna turn my phone back on,غانعاود نشعل تيليفوني عاوتاني,سأقوم بتشغيل هاتفي مجدداً,TRUE,,
245,I will tell them I love them,غانڭولّيهوم راه تانحبّهوم,سأخبرهم أنني أحبهم,TRUE,,
246,Or are you just saying that to make fun of me?,أُلّا تاتڭول داكشي هير باش تضحك عليا?,أم أنك تقول ذلك فقط لتسخر مني؟,TRUE,,
247,You really think so?,واش بصّح كاتفكّر هاكّا?,هل حقاً تعتقد ذلك؟,TRUE,,
248,"Oh, my God, that's horrible",ناري هادشي كايخلع,يا إلهي، هذا فظيع,TRUE,,
249,I don't want to scare you but I think we may be about to plummet to our death,مابغيتش خلعكوم والاكين تايبالّيا حنا إمكن غاديين اللهاويا,لا أريد أن أخيفك لكن أعتقد أننا قد نكون على وشك السقوط إلى الموت,TRUE,,
250,"I'm sorry to bother you with this, but I'm really scared","السموحات تانبرزطك, والاكين أنا راه مخلوع بصّح",أنا آسف لإزعاجك بهذا، ولكني حقاً خائف,TRUE,,
251,"I don't know anything about airplanes, but I'm terrified every time I fly",ماتانفهم التا زفتا ف الطيّارات والاكين كانتخلع كولّا مرّا تانطير ف السما,لا أعرف أي شيء عن الطائرات، ولكني أشعر بالرعب في كل مرة أطير,TRUE,,
252,"Yes, it is weird, it sounds like the engine is failing","واييه, فشكل, تايبان بحالا لموطور خاسر",نعم، هذا غريب، يبدو أن المحرك يعاني من خلل,TRUE,,
253,I can also hear a lady screaming,تانسمع حتّا شي مرا كاتغووّت,أستطيع أيضًا سماع سيدة تصرخ,TRUE,,
254,"It's weird, isn't it?","فشكيل, أولّا?",إنه غريب، أليس كذلك؟,TRUE,,
255,"Excuse me, do you hear that noise?","سمح ليا, واش كاتسمع هاد الصداع?",عفواً، هل تسمع ذلك الضجيج؟,TRUE,,
256,I'm quite glad it's mine coming and not yours,أنا فرحان شويا بي أنّاهو ديالي اللي جاي ماشي ديالك,أنا سعيد جدًا أنه قادم لي وليس لك,TRUE,,
257,We're safe!,حنا ف أمان!,نحن في أمان!,TRUE,,
258,He's coming to get us now.,هاهوا جاي إدّينا دابا.,إنه قادم ليأخذنا الآن.,TRUE,,
259,"Oh, that's cool","أُه, هادشي زين",أوه، هذا رائع,TRUE,,
260,It's ringing....,هاهوا كايصوني....,إنه يرن....,TRUE,,
261,"But by the way, I don't know how to provoke her magical powers","بلموناسابا, أنا ڭاع ماكانعرف نجبد لقيوا السيحريا ديالها",ولكن على فكرة، لا أعرف كيف أستفز قواها السحرية,TRUE,,
262,I suggest we eat the cheese with the fork,كانقتارح ناكلو لفرماج بل فورشيطا,أقترح أن نأكل الجبنة بالشوكة,TRUE,,
263,We could just phone for a taxi?,نقدرو هير ندوورو ل تاشي?,يمكننا فقط الاتصال بسيارة أجرة؟,FALSE,نقدرو هير ندوورو ل تاكسي؟,
264,I know you're talking about cheese,عرفت أنّاكوم كاتهدرو علا لفرامج,أعلم أنك تتحدث عن الجبن,TRUE,,
265,I have no idea what you're talking about,ماعندي أدنا فيكرا علا أش كاتڭولو,ليس لدي أي فكرة عما تتحدث عنه,TRUE,,
266,It's not even straight.,وا هووا ڭاع مامڭادّ.,إنه ليس مستقيمًا حتى.,TRUE,,
267,They even managed to bend my fork,وا هوما ڭاع ڭودّو إتنيو لفرشيطا ديالي,حتى أنهم تمكنوا من ثني شوكتي,TRUE,,
268,What does that mean?,أش كايعني داكشي?,ماذا يعني ذلك؟,TRUE,,
269,"Unfortunately, mine is just a normal fork.","ليلأساف, ديالي هي فورشيطا عاديا.",للأسف، الشوكة التي عندي عادية فقط.,TRUE,,
270,Could it be that it has magic powers?,واش إمكن تكون عندها شي قيوا سيحريا?,هل يمكن أن يكون لديه قوى سحرية؟,TRUE,,
271,It means it was well manufactured.,كايعني أنّاها تصنعات مزيان.,يعني أنه تم تصنيعه بشكل جيد.,TRUE,,
272,Patience...,الصبر...,الصبر...,TRUE,,
273,"Oh, maybe I have the extra fork!","أُه, إمكن عندي لفورشيطا الزايدا",آه، ربما عندي الشوكة الإضافية!,TRUE,,
274,Let me have a look,بلّاتي نضرب طليلا,دعني ألقي نظرة,TRUE,,
275,You mean that smell's coming from your present?,كاتقصد أنّا الريحا جايّا من لكادو ديالك?,هل تعني أن هذه الرائحة تأتي من هديتك؟,TRUE,,
276,"No, I haven't opened it yet","اللا, مازال ماحلّيتو",لا، لم أفتحه بعد,TRUE,,
277,They're taunting us!,كايطلّعوها علينا!,إنهم يستفزوننا!,TRUE,,
278,Wait... what did they give me?,بلّاتي... أش هادشي اللي عطاوني?,انتظر... ماذا أعطوني؟,TRUE,,
279,Why were we so naive?,علاش كنّا نيّا وهدا?,لماذا كنا ساذجين جداً؟,FALSE,علاش كنّا نيّا ؟,
280,Oh no!,لا!,يا لا!,TRUE,,
281,With the map we would have quickly found the quickest way to the best restaurant in the area.,بلخاريطا كنّا دغيا غالقاو أسراع طريق ل أحسان رستورا ف السيكتور.,باستخدام الخريطة كنا سنجد بسرعة أسرع طريق إلى أفضل مطعم في المنطقة.,TRUE,,
282,Have you opened yours yet?,حلّيتي ديالك مازال?,هل فتحت الخاص بك بعد؟,TRUE,,
283,How about the presents they gave us?,وا أُ دوك ل كوادووات اللي عطاونا?,ماذا عن الهدايا التي أعطونا إياها؟,TRUE,,
284,Hmm.,همّ.,همم.,TRUE,,
285,And I thought they looked cute...,أُ أنا كنت تانضنّ أنّهوم زوينين...,كنت أظن أنهم يبدون جذابين...,TRUE,,
286,It was the only way to get them to give us back our food,كانت هاديك هيا طاريقا لواهيدا باش نجعلوهوم إردّو لينا ماكلتنا,كانت هي الطريقة الوحيدة لجعلهم يعيدون إلينا طعامنا,TRUE,كانت هاديك هيا طاريقا لواحيدا باش نجعلوهوم إردّو لينا ماكلتنا,
287,It's stupid to lose when we have a good card!,جات مكلّخا أنّاك تخسر أُنتا عندك كارطا زوينا!,من الغباء أن نخسر عندما نمتلك ورقة جيدة!,TRUE,,
288,What credit cards do you want us to work on?,شمن كارت ڭويشت علاش بيتينا نخدمو?,ما هي بطاقات الائتمان التي تريد منا العمل عليها؟,TRUE,شمن كارت ڭيشي علاش بيتينا نخدمو?,
289,All right.,ماڭلتي عليب.,حسنًا.,TRUE,,
290,Is she expecting to see you?,واش هيا فراسها غاتشوفك?,هل هي تتوقع رؤيتك؟,TRUE,,
291,I haven't seen the physics teacher,مازال ماشفت ل أُستاد تل فيزيك,لم أرَ مُدرّس الفيزياء بعد,TRUE,,
292,What do you think?,أش بالّيك?,ما رأيك؟,TRUE,,
293,Do you know if the professor of physics is here today?,ماعرفتيش واش ل أُستاد تل فيزيك كاين هنا ليوم?,هل تعلم إذا كان أستاذ الفيزياء موجودًا اليوم؟,TRUE,,
294,What do you want to do today if we're alone?,أش بغيتي تدير ليوما ألا كنّا بوحدنا?,ماذا تريد أن تفعل اليوم إذا كنا وحدنا؟,TRUE,,
