Darija,English,MSA
عادة ما كتكون نقطة تفتيش الهجرة هي المحطة الأولى فاش كتنزل من الطيارة أو الباخرة أو أي مركبة أخرى.,"An immigration checkpoint is usually the first stop when disembarking from a plane, a ship, or another vehicle.",عادةً ما تكون نقطة تفتيش الهجرة هي المحطة الأولى عند النزول من الطائرة أو السفينة أو أي مركبة أخرى.
النفط هو من الصناعات المهمة بالنسبة للفنزويليين، حيث الدولة كتعتبر مصدر ديال الخام، واخا راه واحد في المائة فقط اللي كيخدموا في صناعة النفط.,"An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.",صناعة مهمة للفنزويليين هي النفط ، حيث تكون البلاد مصدرًا صافيًا ، على الرغم من أن واحد فقط في المئة يعملون في صناعة النفط.
المرض المعدي هو المرض اللي كتسببه أحد العوامل الممرضة، بحال الفيروس أو البكتيريا أو الفطريات أو الطفيليات الأخرى.,"An infectious disease is one that is caused by a pathogen, such as a virus, bacterium, fungus or other parasites.",المرض المعدي هو المرض الذي يسببه مسبب الأمراض ، مثل الفيروس أو البكتيريا أو الفطريات أو الطفيليات الأخرى.
بداو واحد التحقيق باش يعرفوا شنو وقع.,An inquiry was established to investigate.,تم إنشاء تحقيق للتحقيق.
وصل واحد المسؤول في شركة الغاز للبلاصة ديال الحادثة من بعد ما بلغ واحد الجار على تسرب الغاز.,An official with the gas company was reporting to the scene after a neighbor called about a gas leak.,مسؤول من شركة الغاز كان يقدم تقريره إلى مكان الحادث بعد أن اتصل جاره بشأن تسرب الغاز
ومن بعد كترجع للشمال من خلال الغرب، مرة أخرى من خلال واد مارا، من بعد ما طاحت الشتا في أبريل تقريبا.,"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.",ثم عاد إلى الشمال عبر الغرب ، مرة أخرى عبر نهر مارا ، بعد الأمطار في حوالي أبريل.
كتطالب جمعية تحرير الحيوانات والجمعية الملكية لمنع القسوة على الحيوانات (RSPCA) مرة أخرى بالتركيب الإلزامي ديال كاميرات المراقبة في جميع المسالخ في أستراليا.,Animal Liberation and the Royal Society for the Prevention of Cruelty to Animals (RSPCA) are again calling for the mandatory installation of CCTV cameras in all Australian abattoirs.,تدعو منظمة تحرير الحيوانات والجمعية الملكية لمنع القسوة على الحيوانات (RSPCA) مرة أخرى إلى تركيب كاميرات المراقبة في جميع المسلخات الأسترالية.
كاينين الحيوانات في جميع أنحاء الأرض. كيحفروا في الأرض وكيعوموا في المحيطات وكيطيروا في السما.,"Animals are found all over the earth. They dig in the ground, swim in the oceans, and fly in the sky.",توجد الحيوانات في جميع أنحاء الأرض، وهي تحفر في الأرض، وتسبح في المحيطات، وتطير في السماء.
كتتكون الحيوانات من بزاف ديال الخلايا. كياكلوا شي حاجات وكيهضموها لداخل. كاع الحيوانات كتقدر تتحرك.,Animals are made of many cells. They eat things and digest them inside. Most animals can move.,الحيوانات مصنوعة من العديد من الخلايا ، فإنها تأكل الأشياء وتهضمها من الداخل ، معظم الحيوانات يمكن أن تتحرك.
عيب واحد آخر في عدسات الزوم وهو أن الفتحة التالية (السرعة) ديال العدسة غالبا ما كتكون أقل.,Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.,عيب آخر في عدسات التكبير هو أن الحد الأقصى من الفتحة (السرعة) للعدسة عادة ما تكون أقل.
واحد اليوناني واحد آخر مشهور هو عالم الرياضيات فيثاغورس، وهو معروف طبعا بالنظرية دياله المشهورة ديال العلاقات بين أضلاع المثلثات القائمة.,"Another famous Greek is a mathematician Pythagoras, mostly known for his famous theorem about relations of the sides of right triangles.",يوناني آخر مشهور هو عالم الرياضيات فيثاغوراس ، المعروف في الغالب بنظريته الشهيرة حول علاقات جوانب المثلثات المستقيمة.
"حتى لدابا مازال ما تعمرت منطقة احتواء ثانويّة أخرى تحت الخزانات اللي قادرة تهز 104,500 برميلٍ.","Another secondary containment area below the tanks capable of holding 104,500 barrels was not yet filled to capacity.","لم يتم بعد ملء منطقة احتواء ثانوية أخرى تحت الخزانات القادرة على الاحتفاظ بـ 104,500 برميل."
أنتاركتيكا هي أبرد مكان على وجه الأرض، وهي دايرة على القطب الجنوبي.,"Antarctica is the coldest place on Earth, and surrounds the South Pole.",أنتاركتيكا هي أبرد مكان على الأرض، وتحيط بالقطب الجنوبي.
